;nofiness;rs;rslongue;complrs;numvoie;typvoie;voie;compvoie;compldistrib;lieuditbp;commune;ligneacheminement;departement;libdepartement;telephone;statutjuridique;libstatutjuridique;categetab;libcategetab;siren;codeape;datecrea
structureej;50007566;GCS PROF LIB INTERVENANT AU CHICAS;GCS PROFESSIONNELS LIBERAUX INTERVENANT AU CHICAS;;1;PL;AUGUSTE MURET;;;BP 101;61;05007 GAP CEDEX;5;HAUTES ALPES;492406102;29;Groupement de Coopération Sanitaire public;699;Entité Ayant Autorisation;;;25/10/2012
structureej;50007608;MONSIEUR JEAN RICHARD SANTELLI;;;;;;;;LE VILLAGE;126;05150 ROSANS;5;HAUTES ALPES;492666008;70;Personne Physique;;;319407227;8621Z;01/01/2014
structureej;50007699;SISA MSP DU HAUT CHAMPSAUR;SISA MAISON SANTÉ PLURIPROFESSIONNELLE DU HAUT CHAMPSAUR;;;RTE;DE SAINT-JEAN PONT DU FOSSE;;;;145;05260 ST JEAN ST NICOLAS;5;HAUTES ALPES;492559245;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;;;25/08/2014
structureej;50007715;POLE DE SANTE DU CHAMPSAUR VALGAUDEMAR;POLE DE SANTE DU CHAMPSAUR VALGAUDEMAR;;;AV;DU 11 NOVEMBRE;;;;132;05500 ST BONNET EN CHAMPSAUR;5;HAUTES ALPES;413387361;61;Association Loi 1901 Reconnue d'Utilité Publique;699;Entité Ayant Autorisation;798380481;;04/10/2012
structureej;50007772;GIE IRM ALPES DU SUD SITE CHICAS GAP;GIE IRM DES ALPES DU SUD SITE CHICAS GAP;;1;PL;AUGUSTE MURET;;;BP101;61;05007 GAP CEDEX;5;HAUTES ALPES;492408507;76;Groupement d'Intérêt Economique (G.I.E.);699;Entité Ayant Autorisation;830274031;8622A;15/06/2016
structureej;50007806;CAISSE PRIMAIRE D'ASSURANCE MALADIE;;DES HAUTES ALPES;10;BD;GEORGES POMPIDOU;;;;61;05012 GAP CEDEX;5;HAUTES ALPES;;40;Régime Général de Sécurité Sociale;699;Entité Ayant Autorisation;904673985;;26/09/2016
structureej;50007822;GROUPT PROF SANTE PROXIM VALGAUDEMAR;GROUPEMENT PROFESSIONNELS DE SANTE DE PROXIMITE VALGAUDEMAR;;;QUA;LA FOUGEROUSE;;;;142;05800 ST FIRMIN EN VALGODEMARD;5;HAUTES ALPES;;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);699;Entité Ayant Autorisation;824044705;9499Z;22/01/2014
structureej;50007871;ASSOCIATION LES VILLAGES DES JEUNES;;;39;R;SURVILLE;;VEYNES;VEYNES;179;05400 VEYNES;5;HAUTES ALPES;492572680;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;410956908;9499Z;12/05/1964
structureej;50007897;MSP DU CHAMPSAUR;MAISON DE SANTE PLURI PROFESSIONNELLE DU CHAMPSAUR;;;AV;DU 11 NOVEMBRE;;;;132;05500 ST BONNET EN CHAMPSAUR;5;HAUTES ALPES;;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;803609452;8621Z;15/07/2013
structureej;50007913;ASSOC  PROFES DE SANTE DU GUILLESTROIS;ASSOCIATION DES PROFESSIONNELS DE SANTE DU GUILLESTROIS;;6;R;JOSEPH MATHIEU;;1ER ETAGE;;65;05600 GUILLESTRE;5;HAUTES ALPES;;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);699;Entité Ayant Autorisation;830680328;;25/03/2015
structureej;50007954;ASSOCIATION DRAC SEVERAISSE;;;;;;;;LES ALLARS;54;05500 LA FARE EN CHAMPSAUR;5;HAUTES ALPES;492500212;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;832506000;8710A;04/09/2017
structureej;50007970;GCS MOYENS PLATEFORME HOSP TERRIT 05;GCS MOYENS PLATEFORME HOSP DU TERRITOIRE DES HTES ALPES;;1;PL;AUGUSTE MURET;;;BP 101;61;05007 GAP CEDEX;5;HAUTES ALPES;492406102;29;Groupement de Coopération Sanitaire public;699;Entité Ayant Autorisation;;;12/12/2017
structureej;50007996;ASSOCIATION DE LA MAISON;ASSO DE LA MAISON PLURIDIS DE L'ARGENTIÈRE VALLOUISE;PLURIDISCIPLINAIRE AGENTIÈRE VAL;;;;;;VALLOUISE;101;05290 VALLOUISE PELVOUX;5;HAUTES ALPES;;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;;;17/01/2018
structureej;50008069;MSP HAUTE ROMANCHE;;;6;R;DE LA SAGNETTE;;;;181;05480 VILLAR D ARENE;5;HAUTES ALPES;;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;841821564;9412Z;10/12/2018
structureej;50008127;CENTRE MEDECINE ISOTOPIQUE GAPENCAIS;CENTRE DE MEDECINE ISOTOPIQUE DU GAPENCAIS;;1;PL;AUGUSTE MURET;;;;61;05000 GAP;5;HAUTES ALPES;492402799;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);699;Entité Ayant Autorisation;849350558;8621Z;10/12/2018
structureej;50008143;DOMUSVI;;;27;R;CHARLES AUROUZE;;;;61;05000 GAP;5;HAUTES ALPES;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;;;01/09/2017
structureej;50008168;AXEO SERVICES GAP;;;164;BD;GEORGES POMPIDOU;;;;61;05000 GAP;5;HAUTES ALPES;492515253;75;Autre Société;;;500759477;;15/10/2007
structureej;50008184;ASSOCIATION SAINT MARCELLIN;;;;R;CAPITAINE DE BRESSON;;;;61;05000 GAP;5;HAUTES ALPES;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;451147359;;01/01/2004
structureej;50008200;AXEO BRIANCON;;;23;R;ALPHAND;;;;23;05100 BRIANCON;5;HAUTES ALPES;;75;Autre Société;;;818213894;;01/01/2016
structureej;50008226;CCAS EMBRUN;;;;;ESPACE DELAROCHE;;;BP 97;46;05208 EMBRUN CEDEX;5;HAUTES ALPES;;17;Centre Communal d'Action Sociale;;;260500574;;01/03/1983
structureej;50008242;COMMUNE DE JARJAYES;;;;;LE VILLAGE;;HOTEL DE VILLE;;68;05130 JARJAYES;5;HAUTES ALPES;;17;Centre Communal d'Action Sociale;;;210500682;;01/03/1983
structureej;50008267;CCAS MONETIER LES BAINS;;;;;HOTEL DE VILLE;;;;79;05220 LE MONETIER LES BAINS;5;HAUTES ALPES;;17;Centre Communal d'Action Sociale;;;260500897;;01/03/1983
structureej;50008283;HISTOIRES DE VIE;;;;R;DE VALSERRES;;;;61;05000 GAP;5;HAUTES ALPES;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;494760507;;01/04/2007
structureej;50008309;SARL ALP'AGE AUTONOMIE;;;140;BD;GEORGES POMPIDOU;;;;61;05000 GAP;5;HAUTES ALPES;;72;Société A Responsabilité Limitée (S.A.R.L.);;;520840331;;27/03/2010
structureej;50008325;SARL VIVENCA;;;190;AV;NAPOLEON;;;;162;05110 LA SAULCE;5;HAUTES ALPES;;72;Société A Responsabilité Limitée (S.A.R.L.);;;750657298;;28/03/2012
structureej;50008358;EDENVAL;;;2;PL;DU ROCHASSON;;;;61;05000 GAP;5;HAUTES ALPES;;75;Autre Société;;;518162458;;18/11/2009
structureej;50008374;ALPES DOMICIL SERVICES;;;7;AV;DES ALPES;B;;;61;05000 GAP;5;HAUTES ALPES;;75;Autre Société;;;788735223;;10/10/2012
structureej;50008390;AD SENIORS DURANCE;;;3;AV;JEAN JAURES;;;;61;05000 GAP;5;HAUTES ALPES;;75;Autre Société;;;811073857;;25/06/2015
structureej;50008416;SARL CENTRE SERVICES;;;;;BATIMENT LA PETITE AUTANE;;LE VILLAGE;;4;05260 ANCELLE;5;HAUTES ALPES;;72;Société A Responsabilité Limitée (S.A.R.L.);;;814324679;;29/10/2015
structureej;50008432;PRESENCE A DOMICILE;;;21;R;DES JARDINS;;;;61;05000 GAP;5;HAUTES ALPES;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;389517277;;01/01/2007
structureej;50008481;COM DE COMM DU GUILLESTROIS ET QUEYRAS;COMMUNAUTE DE COMMUNES DU GUILLESTROIS ET QUEYRAS;;;;LE BOURG;;;;65;05600 GUILLESTRE;5;HAUTES ALPES;;26;Autre Etablissement Public à Caractère Administratif;;;200067452;;01/01/2017
structureej;50008515;AD SENIORS;;;3;AV;JEAN JAURES;;;;61;05000 GAP;5;HAUTES ALPES;;75;Autre Société;;;811073857;;01/01/2018
structureej;50008549;VIVA SERVICES;;;17;AV;CDT DUMONT;;;;61;05000 GAP;5;HAUTES ALPES;492660354;72;Société A Responsabilité Limitée (S.A.R.L.);699;Entité Ayant Autorisation;828354910;;01/03/2017
structureej;50008622;ASSOCIATION AU FIL DU TEMPS;;;;R;DES JARDINS;;;;166;05700 SERRES;5;HAUTES ALPES;492671200;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;880496369;;26/12/2019
structureej;50008648;MSP MULTISITE EMBRUN;;;9;R;DU MONT GUILLAUME;;LE HAUT PIBOU;;111;05200 PUY SANIERES;5;HAUTES ALPES;;60;Association Loi 1901 non Reconnue d'Utilité Publique;699;Entité Ayant Autorisation;851202911;;01/01/2021
structureej;50008671;MSP DU LARAGNAIS;MAISON DE SANTE PLURIPROFESSIONNELLE DU LARAGNAIS;;23;R;LOUIS PASTEUR;;;;70;05300 LARAGNE MONTEGLIN;5;HAUTES ALPES;;61;Association Loi 1901 Reconnue d'Utilité Publique;699;Entité Ayant Autorisation;851888602;;01/01/2021
structureej;50008739;CPTS DU GAPENÇAIS;;;;ALL;DU SOUVENIR FRANÇAIS;;;;61;05000 GAP;5;HAUTES ALPES;;61;Association Loi 1901 Reconnue d'Utilité Publique;699;Entité Ayant Autorisation;889789939;;04/04/2022
structureej;50008754;CPTS BRIANÇONNAIS-ÉCRINS;;;2;AV;DU GENERAL BARBOT;;;;23;05100 BRIANCON;5;HAUTES ALPES;;61;Association Loi 1901 Reconnue d'Utilité Publique;699;Entité Ayant Autorisation;894324367;9412Z;08/06/2022
structureej;50008770;CPTS BUECH-DEVOLUY;;;8;R;DES MARTYRS;;;;179;05400 VEYNES;5;HAUTES ALPES;;61;Association Loi 1901 Reconnue d'Utilité Publique;699;Entité Ayant Autorisation;892378167;9499Z;08/06/2022
structureej;50008804;MSP DE LA GARDETTE;;;31;GR;RUE;;;;40;05230 CHORGES;5;HAUTES ALPES;;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);699;Entité Ayant Autorisation;982454688;;30/11/2023
structureej;50008838;MSP SERRE-CHEVALIER;;;3;R;SAINT CLAUDE;;;;109;05100 PUY ST PIERRE;5;HAUTES ALPES;;61;Association Loi 1901 Reconnue d'Utilité Publique;699;Entité Ayant Autorisation;913899019;;09/12/2022
structureej;50008853;ASSOCIATION VIVRE SA VIE CHEZ SOI;;;;;;;MAISON DU CANTON;;6;05120 L ARGENTIERE LA BESSEE;5;HAUTES ALPES;;61;Association Loi 1901 Reconnue d'Utilité Publique;;;327510897;;06/01/2023
structureej;50008887;DOCTEUR SANDRINE CLOT;;;6;R;DE LA SAGNETTE;;;;181;05480 VILLAR D ARENE;5;HAUTES ALPES;;70;Personne Physique;;;949967830;;05/06/2023
structureej;50009067;ASSOCIATION LA GUISANE;FONDS DE DOTATION ASSOCIATION LA GUISANE;;118;RTE;DE GRENOBLE;;;;23;05100 BRIANCON;5;HAUTES ALPES;492253030;63;Fondation;;;923843494;;17/01/2023
structureej;50009075;GIP MDPH;;;29;AV;CDT DUMONT;;;;61;05000 GAP;5;HAUTES ALPES;;28;Groupement d'Intérêt Public (G.I.P.);;;130000730;8412Z;01/01/2006
structureej;50009091;GEST 05;GROUPEMENT DES ENTREPRISES POUR LA SANTE AU TRAVAIL;;27;R;DU FOREST D ENTRAIS;;;;61;05000 GAP;5;HAUTES ALPES;631381657;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;782436190;8621Z;25/08/2023
structureej;50009190;BPM MULTISERVICES;;;1;R;DU MORGON;;LE BOURG;;164;05160 SAVINES LE LAC;5;HAUTES ALPES;752044725;72;Société A Responsabilité Limitée (S.A.R.L.);699;Entité Ayant Autorisation;498380195;;01/06/2007
structureej;50009216;MAISON DE SANTE DE SAVINES-LE-LAC;;;;R;DU PARADISIER;;;;164;05160 SAVINES LE LAC;5;HAUTES ALPES;;61;Association Loi 1901 Reconnue d'Utilité Publique;699;Entité Ayant Autorisation;921761953;;12/04/2024
structureej;50009232;ASSOCIATION DES PROFESSIONNELS DE;;SANTE D'AIGUILLES;227;R;SAINT-JACQUES;;;;3;05470 AIGUILLES;5;HAUTES ALPES;;61;Association Loi 1901 Reconnue d'Utilité Publique;699;Entité Ayant Autorisation;925170367;;05/07/2024
structureej;50009273;MSP DE BAYARD;;;27;R;DU FOREST D'ENTRAIS;;;;61;05000 GAP;5;HAUTES ALPES;;61;Association Loi 1901 Reconnue d'Utilité Publique;699;Entité Ayant Autorisation;923945364;;02/12/2024
structureej;50009299;ASSOCIATION A.D.P.S.U.M 05;;;13;R;DE VALSERRES;B;;;61;05000 GAP;5;HAUTES ALPES;;61;Association Loi 1901 Reconnue d'Utilité Publique;;;409103876;;22/11/1989
structureej;50009315;INTER CPTS 05;;;;ALL;DU SOUVENIR FRANÇAIS;;MMG GAPENÇAIS;;61;05000 GAP;5;HAUTES ALPES;;61;Association Loi 1901 Reconnue d'Utilité Publique;;;924174006;;10/10/2022
structureej;50009349;ID LAB GAP;ID LAB GAP;;1;AV;FRANCOIS MITTERRAND;;;;61;05000 GAP;5;HAUTES ALPES;;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;;;23/12/2025
structureej;50009513;MMG DU GAPENCAIS;;;;ALL;DU SOUVENIR FRANCAIS;;;;61;05000 GAP;5;HAUTES ALPES;;61;Association Loi 1901 Reconnue d'Utilité Publique;699;Entité Ayant Autorisation;438931545;8621Z;01/11/2016
structureej;50009539;SDIS 05;;;10;RTE;DE PATAC;;;1003;61;05010 GAP CEDEX;5;HAUTES ALPES;;6;Autre Collectivité Territoriale;;;280500067;8425Z;05/03/2026
structureej;60000015;ETABLISSEMENT THERMAL BERTHEMONT;ETABLISSEMENT THERMAL BERTHEMONT;;;;STATION THERMALE;;;BP 2;103;06450 ROQUEBILLIERE;6;ALPES MARITIMES;493034700;73;Société Anonyme (S.A.);699;Entité Ayant Autorisation;384642328;;01/01/2001
structureej;60000031;IMP DTAL BARIQUAND ALPHAND;IMP DEPARTEMENTAL BARIQUAND ALPHAND MENTON;;41;BD;DE GARAVAN;;;;83;06500 MENTON;6;ALPES MARITIMES;493357238;19;Etablissement Social et Médico-Social Départemental;;;260603113;8710B;01/01/2001
structureej;60000049;ASSOCIATION CLINIQUE SAINT DOMINIQUE;ASSOCIATION CLINIQUE SAINT DOMINIQUE;;18;AV;HENRI DUNANT;;;;88;06100 NICE;6;ALPES MARITIMES;493846866;60;Association Loi 1901 non Reconnue d'Utilité Publique;699;Entité Ayant Autorisation;782609432;8610Z;01/01/2001
structureej;60000155;LES ROSIERS;LES ROSIERS;GROUPE KANTYS;21;BD;DE TZAREVITCH;;;;88;06000 NICE;6;ALPES MARITIMES;492267300;95;Société par Actions Simplifiée (S.A.S.);699;Entité Ayant Autorisation;311224372;8610Z;01/01/2001
structureej;60000171;E3S SAINT JEAN;E3S SAINT JEAN;;81;AV;DU DOCTEUR MAURICE DONAT;;;;27;06800 CAGNES SUR MER;6;ALPES MARITIMES;492135565;72;Société A Responsabilité Limitée (S.A.R.L.);699;Entité Ayant Autorisation;950417097;8610Z;01/01/2001
structureej;60000205;SAS MONTSINERY;SAS MONTSINERY;;2160;AV;JEAN MICHEL PELISSIER;;CHEMIN DU PONT ROMAIN;;4;06600 ANTIBES;6;ALPES MARITIMES;492918000;73;Société Anonyme (S.A.);699;Entité Ayant Autorisation;36220150;8610Z;01/01/2001
structureej;60000213;LUSEBOR CLINIQUE SAINT FRANCOIS;LUSEBOR CLINIQUE SAINT FRANCOIS;GROUPE VIVALTO SANTE;10;BD;PASTEUR;;;;88;06046 NICE CEDEX 1;6;ALPES MARITIMES;493136500;72;Société A Responsabilité Limitée (S.A.R.L.);699;Entité Ayant Autorisation;389178740;8610Z;01/01/2001
structureej;60000221;CLINIQUE INTERNATIONALE DE CANNES;CLINIQUE INTERNATIONALE DE CANNES;GROUPE SEDNA SANTE;33;BD;D'OXFORD;;;;29;06400 CANNES;6;ALPES MARITIMES;826200210;95;Société par Actions Simplifiée (S.A.S.);699;Entité Ayant Autorisation;696920958;8610Z;01/01/2001
structureej;60000239;POLYCLINIQUE SAINT JEAN;POLYCLINIQUE SAINT JEAN;;92;AV;DU DOCTEUR MAURICE DONAT;;;;27;06800 CAGNES SUR MER;6;ALPES MARITIMES;492135581;73;Société Anonyme (S.A.);699;Entité Ayant Autorisation;324947753;8610Z;01/01/2001
structureej;60000247;LE VAL D'ESTREILLES;LE VAL D'ESTREILLES;;126;CHE;DE L'ECLUSE;;;;90;06580 PEGOMAS;6;ALPES MARITIMES;493097700;73;Société Anonyme (S.A.);699;Entité Ayant Autorisation;416950202;8610Z;01/01/2001
structureej;60000262;CLINIQUE LA GRANGEA;CLINIQUE LA GRANGEA;;707;AV;DE LA BORDE;;;;85;06250 MOUGINS;6;ALPES MARITIMES;493757900;95;Société par Actions Simplifiée (S.A.S.);699;Entité Ayant Autorisation;695620260;8610Z;01/01/2001
structureej;60000270;CLINIQUE DU PALAIS;CLINIQUE DU PALAIS;GROUPE SEDNA SANTE;25;AV;CHIRIS;;;;69;06130 GRASSE;6;ALPES MARITIMES;497011541;95;Société par Actions Simplifiée (S.A.S.);699;Entité Ayant Autorisation;416850089;8610Z;01/01/2001
structureej;60000312;CLINIQUE LE MERIDIEN;CLINIQUE LE MERIDIEN;GROUPE SEDNA SANTE;93;AV;DU DOCTEUR RAYMOND PICAUD;;;;29;06150 CANNES;6;ALPES MARITIMES;493904921;95;Société par Actions Simplifiée (S.A.S.);699;Entité Ayant Autorisation;434197182;8610Z;01/01/2001
structureej;60000361;CLINIQUE SAINT GEORGE;CLINIQUE SAINT GEORGE;GROUPE KANTYS;2;AV;DE RIMIEZ;;;;88;06105 NICE CEDEX 2;6;ALPES MARITIMES;493817150;95;Société par Actions Simplifiée (S.A.S.);699;Entité Ayant Autorisation;968802249;8610Z;01/01/2001
structureej;60000395;CLINIQUE SAINT LUC;CLINIQUE SAINT LUC;;42;AV;DE LA VOIE ROMAINE;;;;88;06045 NICE CEDEX 1;6;ALPES MARITIMES;492261515;95;Société par Actions Simplifiée (S.A.S.);699;Entité Ayant Autorisation;438613473;8610Z;01/01/2001
structureej;60000403;POLYCLINIQUE SANTA MARIA;POLYCLINIQUE SANTA MARIA;GROUPE KANTYS;57;AV;DE LA CALIFORNIE;;;;88;06200 NICE;6;ALPES MARITIMES;492030906;73;Société Anonyme (S.A.);699;Entité Ayant Autorisation;961802006;8610Z;01/01/2001
structureej;60000460;EHPAD LES ORANGERS;EHPAD LES ORANGERS;;22;R;DE L'HOPITAL;;;B.P. 50;10;06620 LE BAR SUR LOUP;6;ALPES MARITIMES;493406800;21;Etablissement Social et Médico-Social Communal;;;260600168;8710A;01/01/2001
structureej;60000502;MDR PUBLIQUE DE LA BRIGUE;MAISON DE RETRAITE PUBLIQUE DE LA BRIGUE;;318;AV;DE FRANCE;;;;162;06430 LA BRIGUE;6;ALPES MARITIMES;493049950;21;Etablissement Social et Médico-Social Communal;;;260600127;;01/01/2001
structureej;60000635;CLINIQUE SAINT ANTOINE;CLINIQUE SAINT ANTOINE;GROUPE KANTYS;7;AV;DURANTE;;;;88;06000 NICE;6;ALPES MARITIMES;493167600;95;Société par Actions Simplifiée (S.A.S.);699;Entité Ayant Autorisation;957808710;8610Z;01/01/2001
structureej;60000676;S.A.S.  MIRASOL;RESIDENCE RETRAITE MIRA SOL;;312;CHE;DU SERRE;;;;48;06390 CONTES;6;ALPES MARITIMES;493790410;95;Société par Actions Simplifiée (S.A.S.);699;Entité Ayant Autorisation;344052089;8710A;01/01/2001
structureej;60000684;ASSO.MAISON RUSSE DE SAINTE-ANASTASIE;ASSOCIATION MAISON RUSSE DE SAINTE ANASTASIE;;166;IMP;DE LA MAISON RUSSE;;;;83;06500 MENTON;6;ALPES MARITIMES;492104450;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;782539175;8710A;01/01/2001
structureej;60000692;MDR PUBLIQUE DE PEILLE;MAISON DE RETRAITE PUBLIQUE DE PEILLE;;15;BD;ARISTIDE BRIAND;;;;91;06440 PEILLE;6;ALPES MARITIMES;493916363;21;Etablissement Social et Médico-Social Communal;;;260600044;8710A;01/01/2001
structureej;60000718;INSTITUT POLYCLINIQUE DE CANNES;INSTITUT POLYCLINIQUE DE CANNES;GROUPE SEDNA SANTE;33;BD;D'OXFORD;;;;29;06400 CANNES;6;ALPES MARITIMES;492984017;73;Société Anonyme (S.A.);699;Entité Ayant Autorisation;304865520;8610Z;01/01/2001
structureej;60000726;EHPAD AU SAVEL;;;459;RTE;DE BERRE;;;;48;06390 CONTES;6;ALPES MARITIMES;493916670;26;Autre Etablissement Public à Caractère Administratif;;;260600036;8710A;01/01/2001
structureej;60000734;M.R. PUBLIQUE DE L'ESCARENE;MAISON DE RETRAITE PUBLIQUE DE L'ESCARENE;;221;AV;DU DOCTEUR HONORE DONADEY;;;;57;06440 L ESCARENE;6;ALPES MARITIMES;493916565;21;Etablissement Social et Médico-Social Communal;;;260600051;8710A;01/01/2001
structureej;60000742;MR PUBLIQUE DE LANTOSQUE;MAISON DE RETRAITE PUBLIQUE DE LANTOSQUE;;;QUA;LE SUEIL;;;;74;06450 LANTOSQUE;6;ALPES MARITIMES;493036240;21;Etablissement Social et Médico-Social Communal;;;260600085;8710A;01/01/2001
structureej;60000759;EHPAD DE VILLEFRANCHE SUR MER;EHPAD DE VILLEFRANCHE SUR MER;;2424;BD;EDOUARD VII;;;;159;06230 VILLEFRANCHE SUR MER;6;ALPES MARITIMES;492002671;21;Etablissement Social et Médico-Social Communal;;;260600143;8710A;01/01/2001
structureej;60000775;ASS RAYON DE SOLEIL;;;39;AV;AMIRAL WESTER WEMYSS;;;;29;06150 CANNES;6;ALPES MARITIMES;492194120;61;Association Loi 1901 Reconnue d'Utilité Publique;;;782511596;8790A;01/01/2001
structureej;60000841;ORPHELINAT DE LA STE FAMILLE;;;25;AV;DU DOCTEUR RAYMOND PICAUD;;VILLA BEATRICE;;29;06400 CANNES;6;ALPES MARITIMES;493390545;61;Association Loi 1901 Reconnue d'Utilité Publique;;;782508469;8790A;01/01/2001
structureej;60000858;CLINIQUE DE LA COSTIERE;CLINIQUE DE LA COSTIERE;;;CHE;DE LA COSTIERE;;;;88;06000 NICE;6;ALPES MARITIMES;492074444;73;Société Anonyme (S.A.);699;Entité Ayant Autorisation;303358196;8610Z;01/01/2001
structureej;60000874;FONDATION PAULIANI;FONDATION PAULIANI NICE;;4;AV;PAULIANI;;;;88;06000 NICE;6;ALPES MARITIMES;492176600;63;Fondation;;;782609424;8710A;01/01/2001
structureej;60000882;ASS LES BOUGAINVILLEES;;;2;BD;DELAUP;;;;29;06400 CANNES;6;ALPES MARITIMES;493390275;61;Association Loi 1901 Reconnue d'Utilité Publique;;;782508394;8710A;01/01/2001
structureej;60000890;MR EHPAD LA VENCOISE;MAISON DE RETRAITE PUBLIQUE DE VENCE;;14;R;SAINT MICHEL;;;BP 101;157;06142 VENCE CEDEX;6;ALPES MARITIMES;;21;Etablissement Social et Médico-Social Communal;;;260600192;8710A;01/01/2001
structureej;60000908;MAISON DE RETRAITE PUBLIQUE DE SAORGE;MAISON DE RETRAITE PUBLIQUE DE SAORGE;;;QU;ST JOSEPH;;;13 AVENUE PASTEUR;132;06540 SAORGE;6;ALPES MARITIMES;493045460;21;Etablissement Social et Médico-Social Communal;;;260600010;8710A;01/01/2001
structureej;60000916;FONDATION JULES GASTALDY;MAISON DE RETRAITE FONDATION JULES GASTALDY;;862;RTE;DU SANATORIUM;;;;67;06500 GORBIO;6;ALPES MARITIMES;492417900;19;Etablissement Social et Médico-Social Départemental;;;260600697;8710A;01/01/2001
structureej;60000940;SARL LA ROSEE;SARL LA ROSEE;;41;AV;ST BARTHELEMY;;;;88;06100 NICE;6;ALPES MARITIMES;697148218;72;Société A Responsabilité Limitée (S.A.R.L.);699;Entité Ayant Autorisation;440204428;8730A;17/12/2001
structureej;60001054;S.A.S.. LES HEURES CLAIRES;S.A.S. LES HEURES CLAIRES;;284;COR;FAHNESTOCK;;;VILLA MONTCLAIR;123;06700 ST LAURENT DU VAR;6;ALPES MARITIMES;493311116;95;Société par Actions Simplifiée (S.A.S.);;;36920841;8710A;01/09/1991
structureej;60001096;CAISSE AUTONOME PREV;;;;CHE;AMES DU PURGATOIRES;;;;4;06600 ANTIBES;6;ALPES MARITIMES;493332518;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;348789199;9499Z;01/01/2001
structureej;60001294;SARL LE CLAIR LOGIS;SARL  LE CLAIR   LOGIS;;248;CHE;DES ROSIERS;;;QUARTIER DU SERRE;48;06390 CONTES;6;ALPES MARITIMES;493790906;72;Société A Responsabilité Limitée (S.A.R.L.);;;388206377;;01/01/2001
structureej;60001351;SARL LES GENETS;S.A.R.L. PENSION LES GENETS A LA VERNEA DE CONTES;;1549;RTE;DE LA VERNEA;B;;;48;06390 CONTES;6;ALPES MARITIMES;493790556;72;Société A Responsabilité Limitée (S.A.R.L.);;;318549516;;01/01/2001
structureej;60001401;SAS PALAIS BELVEDERE;SAS PALAIS BELVEDERE;;34;BD;MARCEL PAGNOL;;;BP 34195;69;06130 GRASSE;6;ALPES MARITIMES;493405858;95;Société par Actions Simplifiée (S.A.S.);;;343630653;8710A;01/01/2001
structureej;60001484;HAD NICE & REGION;HAD NICE & REGION;;5;AV;DOCTEUR VICTOR ROBINI;;ESPACE NIKAÏA;;88;06200 NICE;6;ALPES MARITIMES;497257777;60;Association Loi 1901 non Reconnue d'Utilité Publique;699;Entité Ayant Autorisation;782609044;8610Z;01/01/2001
structureej;60001781;ASSOC.ENTR'AIDE FEMININE NICE;ASSOCIATION ENTR'AIDE FEMININE A NICE;;9;R;ST FRANCOIS DE PAULE;;;;88;06300 NICE;6;ALPES MARITIMES;9385642285;61;Association Loi 1901 Reconnue d'Utilité Publique;;;;;01/01/2001
structureej;60001799;ASSOCIATION GOUTTE DE LAIT NICE;ASSOCIATION DE LA GOUTTE DE LAIT A NICE;;2;R;ABBE GREGOIRE;;SQUARE COLONEL JEAN-PIERRE;;88;06000 NICE;6;ALPES MARITIMES;493889546;61;Association Loi 1901 Reconnue d'Utilité Publique;;;;;01/01/2001
structureej;60001807;OEUVRE ST VINCENT DE PAUL NICE;;;3;R;ARSON;;;;88;06300 NICE;6;ALPES MARITIMES;493896819;61;Association Loi 1901 Reconnue d'Utilité Publique;;;;;01/01/2001
structureej;60001815;ASSOCIATION RENCONTRE AMITIE;ASSOCIATION RENCONTRE AMITIE;;4;R;DELILLE;;;;88;06000 NICE;6;ALPES MARITIMES;493801013;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;323871616;;01/01/2001
structureej;60001823;ASSOCIATION JEUNESSE ASSISTANCE;ASSOCIATION JEUNESSE ASSISTANCE;;8;AV;NOTRE DAME;;;;88;06000 NICE;6;ALPES MARITIMES;493801171;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;;;01/01/2001
structureej;60001849;SOC PROTECTRICE ENFANTS 1ER AG;ASSOCIATION SOCIETE PROTECTRICE DES ENFANTS DU 1ER AGE;;9;BD;GUYNEMER;;;;29;06400 CANNES;6;ALPES MARITIMES;493391289;61;Association Loi 1901 Reconnue d'Utilité Publique;;;;;01/01/2001
